measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Bosnia and Herzegovina,Female,70+ years,Opioid use disorders,Number,1999,0.07878765380323886,0.10988157747495665,0.05479768657939314
Deaths,Bosnia and Herzegovina,Male,15-49 years,Cocaine use disorders,Number,1999,0.013827316121143757,0.0329737131273693,0.0052998731579005755
Deaths,Bosnia and Herzegovina,Female,15-49 years,Cocaine use disorders,Number,1999,0.0031103043691840405,0.00547434079983704,0.001935555826394295
Deaths,Bosnia and Herzegovina,Male,50-69 years,Cocaine use disorders,Number,1999,0.009752403357391177,0.020308747618172158,0.004211201172319179
Deaths,Bosnia and Herzegovina,Female,50-69 years,Cocaine use disorders,Number,1999,0.0007091367960732919,0.0014808990966836309,0.00032542081060838926
Deaths,Bosnia and Herzegovina,Male,70+ years,Cocaine use disorders,Number,1999,0.0010460684487335165,0.0029687822834614146,0.00040461112387373026
Deaths,Bosnia and Herzegovina,Female,70+ years,Cocaine use disorders,Number,1999,0.000999088909703258,0.0016610341959047792,0.00046674145189319356
Deaths,Bosnia and Herzegovina,Male,15-49 years,Amphetamine use disorders,Number,1999,0.010946256541518377,0.03347844997096049,0.0040837499566965555
Deaths,Bosnia and Herzegovina,Female,15-49 years,Amphetamine use disorders,Number,1999,0.005155600306476814,0.012866594187245848,0.0018602109841942094
Deaths,Bosnia and Herzegovina,Male,50-69 years,Amphetamine use disorders,Number,1999,0.0068930670010983125,0.0134140532740802,0.002468791425366058
Deaths,Bosnia and Herzegovina,Female,50-69 years,Amphetamine use disorders,Number,1999,0.0016061834123613943,0.004190203262038048,0.0004950064717326456
Deaths,Bosnia and Herzegovina,Male,70+ years,Amphetamine use disorders,Number,1999,0.00044773980701319103,0.0009410128462944512,0.00013768954905541493
Deaths,Bosnia and Herzegovina,Female,70+ years,Amphetamine use disorders,Number,1999,0.0007252312356692006,0.0018258822777308876,7.212750764221653e-05
Deaths,Bosnia and Herzegovina,Male,15-49 years,Other drug use disorders,Number,1999,0.22976740849499097,0.4008683024336741,0.13019254504647035
Deaths,Bosnia and Herzegovina,Female,15-49 years,Other drug use disorders,Number,1999,0.10585677551406822,0.1480460797166395,0.07282354526935601
Deaths,Bosnia and Herzegovina,Male,50-69 years,Other drug use disorders,Number,1999,0.1567001025713082,0.25567917718673794,0.09657521179393032
Deaths,Bosnia and Herzegovina,Female,50-69 years,Other drug use disorders,Number,1999,0.045444257455842,0.08322695141003769,0.025107540116879264
Deaths,Bosnia and Herzegovina,Male,70+ years,Other drug use disorders,Number,1999,0.10306683684891213,0.13984132645781244,0.07055430159196288
Deaths,Bosnia and Herzegovina,Female,70+ years,Other drug use disorders,Number,1999,0.08024303729935474,0.10414433156241897,0.05804671924957025
Deaths,Macedonia,Male,5-14 years,Opioid use disorders,Number,2000,0.0,0.0,0.0
Deaths,Macedonia,Female,5-14 years,Opioid use disorders,Number,2000,0.0,0.0,0.0
Deaths,Macedonia,Male,15-49 years,Opioid use disorders,Number,2000,2.208064224338584,3.2080613498994963,1.7143587017162836
Deaths,Macedonia,Female,15-49 years,Opioid use disorders,Number,2000,0.3086402763912119,0.39009835890154343,0.25209330721648393
Deaths,Macedonia,Male,50-69 years,Opioid use disorders,Number,2000,0.19676055066736742,0.24948953002502178,0.14767558683007123
Deaths,Macedonia,Female,50-69 years,Opioid use disorders,Number,2000,0.08806249776225117,0.11388997780348038,0.0670563333935923
Deaths,Macedonia,Male,70+ years,Opioid use disorders,Number,2000,0.07177376118962107,0.09270243716581669,0.0524733474298396
Deaths,Macedonia,Female,70+ years,Opioid use disorders,Number,2000,0.043471987727033465,0.06318558207993885,0.032071723268472144
Deaths,Macedonia,Male,15-49 years,Cocaine use disorders,Number,2000,0.12450253888865967,0.17897105942548572,0.028932752444842315
Deaths,Macedonia,Female,15-49 years,Cocaine use disorders,Number,2000,0.004885621606459195,0.0065395557800449694,0.0033113311676663797
Deaths,Macedonia,Male,50-69 years,Cocaine use disorders,Number,2000,0.008595681986440777,0.014154931061417048,0.004727204359819579
Deaths,Macedonia,Female,50-69 years,Cocaine use disorders,Number,2000,0.00044546104227379977,0.0008795231127150011,0.0002867491002189308
Deaths,Macedonia,Male,70+ years,Cocaine use disorders,Number,2000,0.0006090849428343877,0.0031471832722309756,0.00023459379762255373
Deaths,Macedonia,Female,70+ years,Cocaine use disorders,Number,2000,0.0002739968069482658,0.0009340677822824542,0.0001394715459975046
Deaths,Macedonia,Male,15-49 years,Amphetamine use disorders,Number,2000,0.19972562406079536,0.28393651991570595,0.08993344662053743
Deaths,Macedonia,Female,15-49 years,Amphetamine use disorders,Number,2000,0.01085380206728308,0.021273798582369517,0.006800491747218492
Deaths,Macedonia,Male,50-69 years,Amphetamine use disorders,Number,2000,0.00590418426034991,0.008844814650111216,0.0038439494961523993
Deaths,Macedonia,Female,50-69 years,Amphetamine use disorders,Number,2000,0.0015901693039756235,0.002297435087916713,0.0008617461549071841
Deaths,Macedonia,Male,70+ years,Amphetamine use disorders,Number,2000,0.00031080527507778834,0.0009971002482149457,0.0001504206378143528
Deaths,Macedonia,Female,70+ years,Amphetamine use disorders,Number,2000,0.00023561273246948752,0.0003871994329162523,0.00013901298715932996
Deaths,Macedonia,Male,15-49 years,Other drug use disorders,Number,2000,1.9567078334658412,2.387255362376032,1.4921605055513105
Deaths,Macedonia,Female,15-49 years,Other drug use disorders,Number,2000,0.31207655037087856,0.3745757334009053,0.2550736258704729
Deaths,Macedonia,Male,50-69 years,Other drug use disorders,Number,2000,0.2689535707055176,0.33268052443999224,0.2148188376490272
Deaths,Macedonia,Female,50-69 years,Other drug use disorders,Number,2000,0.15699016995978782,0.1906361093983584,0.12761627127654235
Deaths,Macedonia,Male,70+ years,Other drug use disorders,Number,2000,0.16921854397811523,0.20526488081935226,0.13615430587121977
Deaths,Macedonia,Female,70+ years,Other drug use disorders,Number,2000,0.1580082192814034,0.1899296102522904,0.1289904011305973
Deaths,Montenegro,Male,5-14 years,Opioid use disorders,Number,2000,0.0,0.0,0.0
Deaths,Montenegro,Female,5-14 years,Opioid use disorders,Number,2000,0.0,0.0,0.0
Deaths,Montenegro,Male,15-49 years,Opioid use disorders,Number,2000,6.742924741382468,7.924588370827121,5.649510207617694
Deaths,Montenegro,Female,15-49 years,Opioid use disorders,Number,2000,1.5898589273851378,1.8740742788038007,1.3280652530174015
Deaths,Montenegro,Male,50-69 years,Opioid use disorders,Number,2000,1.7136846660967753,2.088021531706379,1.3883264271040099
Deaths,Montenegro,Female,50-69 years,Opioid use disorders,Number,2000,0.8699473829171466,1.0581549070788705,0.6968973652192483
Deaths,Montenegro,Male,70+ years,Opioid use disorders,Number,2000,0.5809759282139264,0.7287856866331452,0.46019674183616627
Deaths,Montenegro,Female,70+ years,Opioid use disorders,Number,2000,0.47477153418626783,0.588297011059029,0.38317530062499094
Deaths,Montenegro,Male,15-49 years,Cocaine use disorders,Number,2000,0.031094995234423224,0.06666696479332053,0.020195868937369577
Deaths,Montenegro,Female,15-49 years,Cocaine use disorders,Number,2000,0.0022165314324903277,0.0033519658772319166,0.0015521066659337037
Deaths,Montenegro,Male,50-69 years,Cocaine use disorders,Number,2000,0.019657143831770155,0.03011521652573439,0.01175884431233691
Deaths,Montenegro,Female,50-69 years,Cocaine use disorders,Number,2000,0.0005362457127052433,0.0007882680432537699,0.0003075413970413099
Deaths,Montenegro,Male,70+ years,Cocaine use disorders,Number,2000,0.005705731540861039,0.00872768808075178,0.002334342110660317
Deaths,Montenegro,Female,70+ years,Cocaine use disorders,Number,2000,0.0006838279248921828,0.0009819097600083653,0.00033389443965065616
Deaths,Montenegro,Male,15-49 years,Amphetamine use disorders,Number,2000,0.08612276497609105,0.15535123051500774,0.05692617057472114
Deaths,Montenegro,Female,15-49 years,Amphetamine use disorders,Number,2000,0.021579046772632535,0.030669101928193034,0.014377812926872237
Deaths,Montenegro,Male,50-69 years,Amphetamine use disorders,Number,2000,0.012251695662449155,0.018491138179634995,0.007818173407530441
Deaths,Montenegro,Female,50-69 years,Amphetamine use disorders,Number,2000,0.002537233818381682,0.003899261279747988,0.001590127727122038
Deaths,Montenegro,Male,70+ years,Amphetamine use disorders,Number,2000,0.0016579835493523746,0.002678445407668126,0.0007691078582491583
Deaths,Montenegro,Female,70+ years,Amphetamine use disorders,Number,2000,0.0005423623892834591,0.000822896254089796,0.00026264192928886427
Deaths,Montenegro,Male,15-49 years,Other drug use disorders,Number,2000,1.5116477237830144,1.987743017732773,1.1442979540468998
Deaths,Montenegro,Female,15-49 years,Other drug use disorders,Number,2000,0.6411068388762121,0.8078300089667892,0.5015101762661824
Deaths,Montenegro,Male,50-69 years,Other drug use disorders,Number,2000,0.6593224640585273,0.8721332691047172,0.47656894590047044
Deaths,Montenegro,Female,50-69 years,Other drug use disorders,Number,2000,0.4014916683246174,0.5107117849881753,0.2939087756157573
Deaths,Montenegro,Male,70+ years,Other drug use disorders,Number,2000,0.36605386864730266,0.4717260542397664,0.2755207653005197
Deaths,Montenegro,Female,70+ years,Other drug use disorders,Number,2000,0.40358399435587855,0.4999448632422254,0.32010017262889734
Deaths,Cyprus,Male,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Cyprus,Female,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Cyprus,Male,15-49 years,Opioid use disorders,Number,2001,3.9560744063042623,5.268059989551821,2.177284632144758
Deaths,Cyprus,Female,15-49 years,Opioid use disorders,Number,2001,0.49388333880011287,0.6589181978443396,0.23821576449756268
Deaths,Cyprus,Male,50-69 years,Opioid use disorders,Number,2001,0.3120004286301346,0.43453773512737426,0.19035871867187176
Deaths,Cyprus,Female,50-69 years,Opioid use disorders,Number,2001,0.19259594617511516,0.26078935756356386,0.13258777176846467
Deaths,Cyprus,Male,70+ years,Opioid use disorders,Number,2001,0.35677768417994676,0.6504021973926627,0.23563720455089318
Deaths,Cyprus,Female,70+ years,Opioid use disorders,Number,2001,0.16422222015639412,0.3348108334763305,0.1103190072808445
Deaths,Slovakia,Male,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Slovakia,Female,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Slovakia,Male,15-49 years,Opioid use disorders,Number,2001,24.719581366756614,28.519952753919704,21.366027286120378
Deaths,Slovakia,Female,15-49 years,Opioid use disorders,Number,2001,5.769961595142273,6.892241070070999,4.907980543885742
Deaths,Slovakia,Male,50-69 years,Opioid use disorders,Number,2001,5.091000517849753,8.32184693824287,3.80260916639794
Deaths,Slovakia,Female,50-69 years,Opioid use disorders,Number,2001,3.9622031724666056,5.525926050947922,3.0978444498272375
Deaths,Slovakia,Male,70+ years,Opioid use disorders,Number,2001,1.5143609263178783,2.2731137903618253,1.1253764613376354
Deaths,Slovakia,Female,70+ years,Opioid use disorders,Number,2001,1.388526584515365,1.7721718051961153,1.0875224381390156
Deaths,Slovakia,Male,15-49 years,Cocaine use disorders,Number,2001,0.504250225212314,0.9994862166665542,0.3326793897240895
Deaths,Slovakia,Female,15-49 years,Cocaine use disorders,Number,2001,0.21411582075032193,0.2960120295444285,0.14049447281196328
Deaths,Slovakia,Male,50-69 years,Cocaine use disorders,Number,2001,0.8496620756559576,1.2017332653998491,0.2365690127967686
Deaths,Slovakia,Female,50-69 years,Cocaine use disorders,Number,2001,0.20875346717891655,0.3120877050361934,0.04145934448935952
Deaths,Slovakia,Male,70+ years,Cocaine use disorders,Number,2001,0.19837791636616314,0.3151526462719009,0.04644619463161864
Deaths,Slovakia,Female,70+ years,Cocaine use disorders,Number,2001,0.13594959676144858,0.1899670646589001,0.060824646133389046
Deaths,Slovakia,Male,15-49 years,Amphetamine use disorders,Number,2001,1.9656058450481957,4.364738679747763,1.2919163022718982
Deaths,Slovakia,Female,15-49 years,Amphetamine use disorders,Number,2001,0.6656897173911522,1.0406414920437337,0.47956351365164895
Deaths,Slovakia,Male,50-69 years,Amphetamine use disorders,Number,2001,0.8180500671868812,1.1806070634604222,0.2651813736790597
Deaths,Slovakia,Female,50-69 years,Amphetamine use disorders,Number,2001,0.2706661606738984,0.40859357259602624,0.09921475724756436
Deaths,Slovakia,Male,70+ years,Amphetamine use disorders,Number,2001,0.16984835483111715,0.2800512610482522,0.03028203770405008
Deaths,Slovakia,Female,70+ years,Amphetamine use disorders,Number,2001,0.10633518209821687,0.17474695980911428,0.02251078638141021
Deaths,Slovakia,Male,15-49 years,Other drug use disorders,Number,2001,8.594468429291434,10.802328871182773,6.664104828370348
Deaths,Slovakia,Female,15-49 years,Other drug use disorders,Number,2001,2.8730077017554376,3.584917081840798,1.869643136050999
Deaths,Slovakia,Male,50-69 years,Other drug use disorders,Number,2001,6.524756177559125,8.201644003603123,4.054906597094303
Deaths,Slovakia,Female,50-69 years,Other drug use disorders,Number,2001,2.8432512934287053,3.6337027637351422,1.7972472091344578
Deaths,Slovakia,Male,70+ years,Other drug use disorders,Number,2001,2.599325024805989,3.2602679978391156,2.002749054966283
Deaths,Slovakia,Female,70+ years,Other drug use disorders,Number,2001,2.3257773430175495,2.7858444898192882,1.9142000868106188
Deaths,Greece,Male,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Greece,Female,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Greece,Male,15-49 years,Opioid use disorders,Number,1998,200.48572454225206,216.89628522069754,184.9412408882639
Deaths,Greece,Female,15-49 years,Opioid use disorders,Number,1998,27.716368190070614,30.937938153282797,24.70914669046526
Deaths,Latvia,Male,15-49 years,Other drug use disorders,Number,1998,7.777488839660037,9.399546261229847,6.395542531924263
Deaths,Latvia,Female,15-49 years,Other drug use disorders,Number,1998,2.7632571641348758,3.245641064074613,2.325300674840988
Deaths,Latvia,Male,50-69 years,Other drug use disorders,Number,1998,3.04595424500086,3.9116668285842304,2.334623513435572
Deaths,Latvia,Female,50-69 years,Other drug use disorders,Number,1998,1.9248528576756618,2.3201695320739133,1.5347446607363033
Deaths,Latvia,Male,70+ years,Other drug use disorders,Number,1998,1.1077970159780273,1.3710385917693948,0.8715629235428477
Deaths,Latvia,Female,70+ years,Other drug use disorders,Number,1998,1.401194340353508,1.6690472638986271,1.172027394877514
Deaths,Slovenia,Male,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Slovenia,Female,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Slovenia,Male,15-49 years,Opioid use disorders,Number,2001,8.949575584073518,10.51461437858075,7.549360348151695
Deaths,Slovenia,Female,15-49 years,Opioid use disorders,Number,2001,0.8981364828105122,1.0354591204606476,0.7704470481986467
Deaths,Slovenia,Male,50-69 years,Opioid use disorders,Number,2001,0.8606126081374835,1.0787215805927415,0.6905352481160276
Deaths,Slovenia,Female,50-69 years,Opioid use disorders,Number,2001,0.3083320017581115,0.3780416743497536,0.24761315282062113
Deaths,Slovenia,Male,70+ years,Opioid use disorders,Number,2001,0.1792537352625276,0.23230777229026758,0.13694792402466097
Deaths,Slovenia,Female,70+ years,Opioid use disorders,Number,2001,0.23124922999114828,0.2699090123939706,0.19512557649649198
Deaths,Slovenia,Male,15-49 years,Cocaine use disorders,Number,2001,0.2944627361993054,0.390775303363128,0.2192544684787135
Deaths,Slovenia,Female,15-49 years,Cocaine use disorders,Number,2001,0.021363531704436858,0.026751999718595706,0.017040026964459613
Deaths,Slovenia,Male,50-69 years,Cocaine use disorders,Number,2001,0.10538984201076144,0.14835194198768534,0.07391292437324529
Deaths,Slovenia,Female,50-69 years,Cocaine use disorders,Number,2001,0.008128347860457382,0.011474900944589065,0.005646400368435611
Deaths,Slovenia,Male,70+ years,Cocaine use disorders,Number,2001,0.06857510676379533,0.0895581992873872,0.05085338842609321
Deaths,Slovenia,Female,70+ years,Cocaine use disorders,Number,2001,0.024260230287780248,0.03205118926847429,0.017956567797967744
Deaths,Slovenia,Male,15-49 years,Amphetamine use disorders,Number,2001,0.692494321824066,0.9310289492614111,0.16200069159266456
Deaths,Slovenia,Female,15-49 years,Amphetamine use disorders,Number,2001,0.0978204853899405,0.12465022163314536,0.03877553764287544
Deaths,Slovenia,Male,50-69 years,Amphetamine use disorders,Number,2001,0.01777859400277311,0.024682268213259452,0.011939819207289792
Deaths,Slovenia,Female,50-69 years,Amphetamine use disorders,Number,2001,0.007419392365303042,0.009861793964037292,0.004768515085982997
Deaths,Slovenia,Male,70+ years,Amphetamine use disorders,Number,2001,0.00021485376240954547,0.0010939312352938066,0.0001263439886926783
Deaths,Slovenia,Female,70+ years,Amphetamine use disorders,Number,2001,0.001040019675016381,0.001352298346487811,0.0007852860321104348
Deaths,Slovenia,Male,15-49 years,Other drug use disorders,Number,2001,4.828674435472157,5.884477766214329,3.9290763056276927
Deaths,Slovenia,Female,15-49 years,Other drug use disorders,Number,2001,0.4373219633476676,0.518279228578602,0.36614810663194325
Deaths,Slovenia,Male,50-69 years,Other drug use disorders,Number,2001,0.7823148574789028,0.9981231894658904,0.6122115047592025
Deaths,Slovenia,Female,50-69 years,Other drug use disorders,Number,2001,0.29416504557053036,0.3551891046197151,0.23986380594716886
Deaths,Slovenia,Male,70+ years,Other drug use disorders,Number,2001,0.28447032348769047,0.354317301091706,0.2273347864657642
Deaths,Slovenia,Female,70+ years,Other drug use disorders,Number,2001,0.30247986277469835,0.3553604354936398,0.26048000272086047
Deaths,Lithuania,Male,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Lithuania,Female,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Lithuania,Male,15-49 years,Opioid use disorders,Number,1998,32.07634696409743,37.10764865562592,27.80855130357848
Deaths,Lithuania,Female,15-49 years,Opioid use disorders,Number,1998,7.189812150018619,8.273223330384123,6.2616054302737965
Deaths,Lithuania,Male,50-69 years,Opioid use disorders,Number,1998,11.543419342825745,13.512559757806969,9.828104837352328
Deaths,Lithuania,Female,50-69 years,Opioid use disorders,Number,1998,3.601345503605528,4.339979737299276,2.919927967872903
Deaths,Lithuania,Male,70+ years,Opioid use disorders,Number,1998,1.4034464151009278,1.7353215845539955,1.1100058516556328
Deaths,Lithuania,Female,70+ years,Opioid use disorders,Number,1998,0.9262954140536998,1.1602359701294895,0.7552395944414851
Deaths,Lithuania,Male,15-49 years,Cocaine use disorders,Number,1998,3.8164283135665156,4.712282995325423,3.0193645291296747
Deaths,Lithuania,Female,15-49 years,Cocaine use disorders,Number,1998,0.7488619010185255,0.9225481784377757,0.6059380357817539
Deaths,Lithuania,Male,50-69 years,Cocaine use disorders,Number,1998,1.2117966117491814,1.6133680107872028,0.9157259822414595
Deaths,Lithuania,Female,50-69 years,Cocaine use disorders,Number,1998,0.4262368404556751,0.5573166390158594,0.31735353998823945
Deaths,Lithuania,Male,70+ years,Cocaine use disorders,Number,1998,0.10966291954073945,0.15034691183854249,0.07679047052016161
Deaths,Lithuania,Female,70+ years,Cocaine use disorders,Number,1998,0.04315005454763684,0.0618096539725665,0.030582744153486906
Deaths,Lithuania,Male,15-49 years,Amphetamine use disorders,Number,1998,2.0981538580658774,2.6121112233747823,1.6202221958516236
Deaths,Lithuania,Female,15-49 years,Amphetamine use disorders,Number,1998,0.4313758169893772,0.5498358069930538,0.3401826978673436
Deaths,Lithuania,Male,50-69 years,Amphetamine use disorders,Number,1998,0.45706133948716426,0.6291840572206064,0.34090460830565184
Deaths,Lithuania,Female,50-69 years,Amphetamine use disorders,Number,1998,0.251081406039079,0.32447818743415363,0.181928382652247
Deaths,Lithuania,Male,70+ years,Amphetamine use disorders,Number,1998,0.04197872636320834,0.059202952008230406,0.030192444268037598
Deaths,Lithuania,Female,70+ years,Amphetamine use disorders,Number,1998,0.03682699046306625,0.05434624767997977,0.023676144845211362
Deaths,Lithuania,Male,15-49 years,Other drug use disorders,Number,1998,14.673618403682479,17.455857682297623,12.032224190211183
Deaths,Lithuania,Female,15-49 years,Other drug use disorders,Number,1998,5.043284910246418,5.9630053740744176,4.303971638800852
Deaths,Lithuania,Male,50-69 years,Other drug use disorders,Number,1998,2.534966653289835,3.2077419408116112,1.9418101400779417
Deaths,Lithuania,Female,50-69 years,Other drug use disorders,Number,1998,2.82402555227372,3.388026405467203,2.240957194373235
Deaths,Lithuania,Male,70+ years,Other drug use disorders,Number,1998,1.223207301462569,1.4963393125706497,0.9801271465166903
Deaths,Lithuania,Female,70+ years,Other drug use disorders,Number,1998,1.822822076814177,2.130508102797636,1.5454582209755385
Deaths,Russian Federation,Male,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Russian Federation,Female,5-14 years,Opioid use disorders,Number,2001,0.0,0.0,0.0
Deaths,Russian Federation,Male,15-49 years,Opioid use disorders,Number,2001,4957.0951070872625,5146.404963493296,4750.652404961571
Deaths,Russian Federation,Female,15-49 years,Opioid use disorders,Number,2001,857.6498583822842,894.0405873328591,825.1861259034978
Deaths,Russian Federation,Male,50-69 years,Opioid use disorders,Number,2001,1267.2544880266473,1311.8161020807506,1223.1448404300504
Deaths,Russian Federation,Female,50-69 years,Opioid use disorders,Number,2001,356.77879735534464,371.0472666608181,344.366056572338
Deaths,Russian Federation,Male,70+ years,Opioid use disorders,Number,2001,207.35505896304156,216.30436941955273,198.6193270946274
Deaths,Russian Federation,Female,70+ years,Opioid use disorders,Number,2001,206.98800406713872,214.85717374520675,198.81575833838104
Deaths,Russian Federation,Male,15-49 years,Cocaine use disorders,Number,2001,406.95475243254026,444.92346128304587,378.2374347262625
Deaths,Russian Federation,Female,15-49 years,Cocaine use disorders,Number,2001,70.63723616037319,74.96393091704275,66.39766448410984
Deaths,Russian Federation,Male,50-69 years,Cocaine use disorders,Number,2001,148.00423610734072,161.85087563907265,137.76104729390528
Deaths,Russian Federation,Female,50-69 years,Cocaine use disorders,Number,2001,29.985108517579906,31.962366169883172,28.102220050312564
Deaths,Russian Federation,Male,70+ years,Cocaine use disorders,Number,2001,17.42233835917217,19.21476133341089,16.150097425758506
Deaths,Russian Federation,Female,70+ years,Cocaine use disorders,Number,2001,3.3082184792173566,3.53250200130057,3.0827861203210425
Deaths,Russian Federation,Male,15-49 years,Amphetamine use disorders,Number,2001,239.5018804363807,257.5163892763044,200.61520781503893
Deaths,Russian Federation,Female,15-49 years,Amphetamine use disorders,Number,2001,42.72719174982039,46.45491042765796,39.812148746532735
Deaths,Russian Federation,Male,50-69 years,Amphetamine use disorders,Number,2001,67.91818706388827,72.63253216992436,56.43133519857903
Deaths,Russian Federation,Female,50-69 years,Amphetamine use disorders,Number,2001,14.292345533806609,15.623176737080888,13.275952646481567
Deaths,Russian Federation,Male,70+ years,Amphetamine use disorders,Number,2001,6.08589414545718,6.55764121525175,5.110942971486275
Deaths,Russian Federation,Female,70+ years,Amphetamine use disorders,Number,2001,2.2556709697863364,2.5028413288733025,2.0637360159483973
Deaths,Russian Federation,Male,15-49 years,Other drug use disorders,Number,2001,1368.6480927599143,1465.6090898656767,1288.1759884344078
Deaths,Russian Federation,Female,15-49 years,Other drug use disorders,Number,2001,434.7359170186726,456.3834911528154,415.0879826150025
Deaths,Russian Federation,Male,50-69 years,Other drug use disorders,Number,2001,257.21409689448166,275.6321138539595,243.90110734146523
Deaths,Russian Federation,Female,50-69 years,Other drug use disorders,Number,2001,190.83846097535218,200.3195905164976,182.49038444839033
Deaths,Russian Federation,Male,70+ years,Other drug use disorders,Number,2001,130.55468649918734,137.84933262761746,124.44440984041043
Deaths,Russian Federation,Female,70+ years,Other drug use disorders,Number,2001,199.4864677033751,207.22290572741005,192.14831990465268
Deaths,Bulgaria,Male,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Bulgaria,Female,5-14 years,Opioid use disorders,Number,1998,0.0,0.0,0.0
Deaths,Bulgaria,Male,15-49 years,Opioid use disorders,Number,1998,6.343919157080828,7.5809130474001485,5.2050118435012465
Deaths,Bulgaria,Female,15-49 years,Opioid use disorders,Number,1998,1.4284272472591721,1.670261469165434,1.221717301610648
Deaths,Bulgaria,Male,50-69 years,Opioid use disorders,Number,1998,1.4905458911355933,1.8971337639006358,1.142645635945434
Deaths,Bulgaria,Female,50-69 years,Opioid use disorders,Number,1998,0.8229001800027828,1.000682547440124,0.6717432385459766
Deaths,Bulgaria,Male,70+ years,Opioid use disorders,Number,1998,0.49353299688172,0.6438648803195909,0.37401152767236245
Deaths,Bulgaria,Female,70+ years,Opioid use disorders,Number,1998,0.6528456925784328,0.798583270790327,0.5287707779708674
Deaths,Bulgaria,Male,15-49 years,Cocaine use disorders,Number,1998,0.14334060350268468,0.1864802965981064,0.10698672808969686
Deaths,Bulgaria,Female,15-49 years,Cocaine use disorders,Number,1998,0.025088984214709363,0.03228633346266772,0.019377801037246317
Deaths,Bulgaria,Male,50-69 years,Cocaine use disorders,Number,1998,0.02524190916966605,0.03313055344250164,0.01812712879940212
Deaths,Bulgaria,Female,50-69 years,Cocaine use disorders,Number,1998,0.0042980299502777845,0.005620651578610851,0.003191232826688165
Deaths,Bulgaria,Male,70+ years,Cocaine use disorders,Number,1998,0.0034449279450807836,0.00495121294638693,0.0022930994147965264
Deaths,Bulgaria,Female,70+ years,Cocaine use disorders,Number,1998,0.00746349041574702,0.009874759036052647,0.005434865148498868
Deaths,Bulgaria,Male,15-49 years,Amphetamine use disorders,Number,1998,0.6053594899668161,0.8241208962591885,0.45706342421093554
